  400 -0.0915 -0.0639 -0.0472  2.5697 -0.0651  0.0206  1.5877  2.4861 -0.1611  3.8720  2.3339 -0.0408  0.0069  1.7354 -2.3293  2.6932  1.4757 -2.3448
  410 -0.0629 -0.1409  0.0066  2.6037  0.0351  0.1006  1.5779  2.4904 -0.2120  3.8523  2.2559  0.0730 -0.0671  1.7137 -2.3224  2.6568  1.4785 -2.2537
  420 -0.0187 -0.1499  0.0213  2.6154  0.1145  0.1566  1.4313  2.4460 -0.2279  3.8869  2.2332  0.1764 -0.1251  1.6092 -2.2735  2.6207  1.5023 -2.1615
  430  0.0112 -0.1084 -0.0019  2.6120  0.1494  0.1861  1.2077  2.3801 -0.1874  3.9540  2.2841  0.2587 -0.1573  1.4532 -2.2029  2.6031  1.5614 -2.1168
  440  0.0088 -0.0603 -0.0397  2.6203  0.1424  0.1855  1.0098  2.3318 -0.0908  4.0133  2.3908  0.3083 -0.1630  1.3188 -2.1572  2.6080  1.6574 -2.1283
  450 -0.0210 -0.0382 -0.0639  2.6656  0.1176  0.1500  0.9310  2.3264  0.0360  4.0357  2.5051  0.3153 -0.1416  1.2796 -2.1748  2.6198  1.7602 -2.1633
  460 -0.0573 -0.0408 -0.0642  2.7506  0.1017  0.0802  1.0034  2.3541  0.1558  4.0252  2.5766  0.2763 -0.0920  1.3620 -2.2440  2.6225  1.8252 -2.1806
  470 -0.0762 -0.0402 -0.0543  2.8489  0.1033 -0.0109  1.1818  2.3750  0.2371  4.0205  2.5816  0.1953 -0.0251  1.5262 -2.3011  2.6282  1.8193 -2.1617
  480 -0.0630 -0.0080 -0.0541  2.9191  0.1057 -0.0988  1.3762  2.3557  0.2672  4.0675  2.5296  0.0849  0.0303  1.6944 -2.2807  2.6744  1.7366 -2.1161
  490 -0.0216  0.0605 -0.0662  2.9310  0.0807 -0.1573  1.5070  2.2993  0.2523  4.1813  2.4475 -0.0345  0.0509  1.7879 -2.1731  2.7851  1.5997 -2.0816
  500  0.0254  0.1377 -0.0704  2.8814  0.0140 -0.1681  1.5476  2.2411  0.2072  4.3284  2.3604 -0.1400  0.0500  1.7709 -2.0330  2.9331  1.4609 -2.1070
  510  0.0503  0.1808 -0.0399  2.7927 -0.0752 -0.1310  1.5317  2.2201  0.1414  4.4456  2.2810 -0.2144  0.0648  1.6725 -1.9508  3.0472  1.3742 -2.2092
  520  0.0381  0.1630  0.0365  2.7008 -0.1413 -0.0683  1.5182  2.2531  0.0555  4.4755  2.2119 -0.2485  0.1150  1.5657 -1.9881  3.0614  1.3641 -2.3465
  530 -0.0052  0.0946  0.1411  2.6376 -0.1441 -0.0138  1.5387  2.3238 -0.0511  4.3951  2.1525 -0.2417  0.1845  1.5097 -2.1220  2.9598  1.4117 -2.4472
  540 -0.0525  0.0150  0.2288  2.6146 -0.0805  0.0065  1.5755  2.3960 -0.1660  4.2279  2.1084 -0.2019  0.2278  1.5130 -2.2599  2.7833  1.4752 -2.4570
  550 -0.0682 -0.0360  0.2501  2.6200  0.0070 -0.0094  1.5855  2.4419 -0.2606  4.0349  2.0977 -0.1439  0.1978  1.5399 -2.3184  2.5986  1.5248 -2.3766
  560 -0.0294 -0.0454  0.1847  2.6343  0.0552 -0.0406  1.5385  2.4618 -0.3039  3.8851  2.1434 -0.0829  0.0807  1.5455 -2.2811  2.4683  1.5594 -2.2659
  570  0.0563 -0.0335  0.0584  2.6505  0.0266 -0.0609  1.4398  2.4725 -0.2798  3.8196  2.2507 -0.0288 -0.0917  1.5200 -2.2034  2.4320  1.5869 -2.1974
  580  0.1571 -0.0332 -0.0740  2.6764 -0.0609 -0.0578  1.3259  2.4815 -0.1968  3.8347  2.3902  0.0116 -0.2526  1.4928 -2.1641  2.4903  1.6023 -2.2005
  590  0.2358 -0.0585 -0.1627  2.7211 -0.1458 -0.0379  1.2452  2.4745 -0.0842  3.8984  2.5066  0.0326 -0.3328  1.5004 -2.1996  2.6029  1.5978 -2.2489
  600  0.2631 -0.0938 -0.1869  2.7808 -0.1654 -0.0194  1.2323  2.4269  0.0195  3.9778  2.5503  0.0316 -0.2984  1.5557 -2.2884  2.7123  1.5765 -2.2909
  610  0.2205 -0.1109 -0.1576  2.8386 -0.1000 -0.0181  1.2860  2.3322  0.0840  4.0548  2.5102  0.0118 -0.1672  1.6340 -2.3584  2.7746  1.5516 -2.2854
  620  0.1082 -0.0887 -0.1074  2.8748  0.0134 -0.0360  1.3661  2.2218  0.1026  4.1263  2.4207 -0.0203 -0.0019  1.6886 -2.3471  2.7803  1.5380 -2.2317
  630 -0.0467 -0.0250 -0.0688  2.8755  0.1082 -0.0602  1.4168  2.1490  0.0945  4.1944  2.3385 -0.0582  0.1248  1.6883 -2.2529  2.7551  1.5441 -2.1666
  640 -0.1987  0.0596 -0.0562  2.8382  0.1368 -0.0700  1.4044  2.1507  0.0889  4.2540  2.3065 -0.0955  0.1652  1.6373 -2.1284  2.7376  1.5712 -2.1309
  650 -0.3031  0.1299 -0.0603  2.7732  0.1027 -0.0491  1.3406  2.2237  0.1019  4.2862  2.3304 -0.1227  0.1173  1.5662 -2.0499  2.7492  1.6138 -2.1414
  660 -0.3340  0.1561 -0.0588  2.7000  0.0520  0.0027  1.2691  2.3287  0.1251  4.2661  2.3825 -0.1262  0.0207  1.5120 -2.0651  2.7817  1.6551 -2.1808
  670 -0.2869  0.1337 -0.0349  2.6389  0.0361  0.0662  1.2306  2.4142  0.1336  4.1809  2.4232 -0.0936 -0.0736  1.4979 -2.1709  2.8057  1.6700 -2.2213
  680 -0.1731  0.0832  0.0093  2.6028  0.0740  0.1128  1.2374  2.4467  0.1045  4.0471  2.4293 -0.0246 -0.1359  1.5178 -2.2993  2.7907  1.6476 -2.2375
  690 -0.0175  0.0298  0.0535  2.5948  0.1383  0.1205  1.2718  2.4315  0.0326  3.9133  2.4110  0.0621 -0.1677  1.5495 -2.3693  2.7311  1.6086 -2.2204
  700  0.1404 -0.0173  0.0739  2.6131  0.1767  0.0887  1.3036  2.4076 -0.0664  3.8410  2.4024  0.1344 -0.1756  1.5712 -2.3472  2.6569  1.5851 -2.1919
  710  0.2543 -0.0664  0.0587  2.6555  0.1512  0.0353  1.3149  2.4151 -0.1635  3.8667  2.4250  0.1645 -0.1470  1.5720 -2.2589  2.6077  1.5916 -2.1832
  720  0.2916 -0.1262  0.0132  2.7177  0.0655 -0.0170  1.3156  2.4621 -0.2298  3.9774  2.4634  0.1419 -0.0629  1.5572 -2.1701  2.6030  1.6124 -2.1982
  730  0.2508 -0.1876 -0.0445  2.7884 -0.0404 -0.0540  1.3342  2.5174 -0.2469  4.1226  2.4782  0.0754  0.0701  1.5420 -2.1419  2.6437  1.6215 -2.2147
  740  0.1600 -0.2206 -0.0940  2.8485 -0.1198 -0.0726  1.3919  2.5307 -0.2121  4.2474  2.4422 -0.0119  0.2181  1.5402 -2.2017  2.7147  1.6036 -2.2169
  750  0.0593 -0.1887 -0.1222  2.8773 -0.1497 -0.0767  1.4839  2.4669 -0.1393  4.3168  2.3613 -0.0939  0.3338  1.5573 -2.3288  2.7930  1.5609 -2.2065
  760 -0.0164 -0.0741 -0.1288  2.8631 -0.1415 -0.0702  1.5790  2.3350 -0.0554  4.3236  2.2673 -0.1534  0.3701  1.5866 -2.4575  2.8611  1.5095 -2.1969
  770 -0.0490  0.1025 -0.1236  2.8128 -0.1252 -0.0556  1.6371  2.1892  0.0124  4.2858  2.1966 -0.1858  0.3008  1.6155 -2.5168  2.9097  1.4702 -2.2071
  780 -0.0451  0.2837 -0.1190  2.7518 -0.1225 -0.0360  1.6351  2.0965  0.0494  4.2320  2.1686 -0.1935  0.1437  1.6340 -2.4807  2.9292  1.4592 -2.2549
  790 -0.0314  0.3992 -0.1211  2.7111 -0.1290 -0.0171  1.5823  2.0949  0.0578  4.1831  2.1756 -0.1793 -0.0406  1.6360 -2.3803  2.9080  1.4739 -2.3240
  800 -0.0324  0.3978 -0.1252  2.7083 -0.1206 -0.0056  1.5095  2.1756  0.0492  4.1454  2.1942 -0.1422 -0.1786  1.6180 -2.2767  2.8392  1.4956 -2.3783
  810 -0.0498  0.2755 -0.1188  2.7361 -0.0775 -0.0063  1.4418  2.2951  0.0345  4.1141  2.2098 -0.0804 -0.2248  1.5889 -2.2161  2.7341  1.5062 -2.3921
  820 -0.0655  0.0799 -0.0891  2.7659 -0.0051 -0.0214  1.3817  2.4004  0.0174  4.0813  2.2301  0.0014 -0.1873  1.5675 -2.2065  2.6248  1.5082 -2.3529
  830 -0.0603 -0.1135 -0.0347  2.7660  0.0653 -0.0469  1.3147  2.4541 -0.0046  4.0451  2.2736  0.0880 -0.1145  1.5650 -2.2198  2.5529  1.5173 -2.2681
  840 -0.0297 -0.2361  0.0294  2.7243  0.0990 -0.0717  1.2277  2.4472 -0.0332  4.0095  2.3468  0.1580 -0.0512  1.5760 -2.2181  2.5406  1.5472 -2.1688
  850  0.0123 -0.2573  0.0823  2.6569  0.0834 -0.0813  1.1278  2.3983 -0.0641  3.9768  2.4315  0.1908 -0.0133  1.5900 -2.1873  2.5797  1.5961 -2.0946
  860  0.0390 -0.1933  0.1128  2.5967  0.0376 -0.0665  1.0463  2.3402 -0.0864  3.9408  2.4940  0.1742  0.0049  1.5994 -2.1527  2.6445  1.6452 -2.0697
  870  0.0256 -0.0916  0.1245  2.5717 -0.0024 -0.0280  1.0218  2.3018 -0.0887  3.8937  2.5092  0.1101  0.0131  1.5955 -2.1506  2.7046  1.6704 -2.0932
  880 -0.0350  0.0000  0.1274  2.5900 -0.0092  0.0264  1.0747  2.2968 -0.0640  3.8397  2.4809  0.0171  0.0115  1.5682 -2.1956  2.7335  1.6654 -2.1545
  890 -0.1232  0.0566  0.1272  2.6369  0.0209  0.0876  1.1903  2.3234 -0.0141  3.8019  2.4387 -0.0779 -0.0080  1.5144 -2.2627  2.7196  1.6413 -2.2379
  900 -0.1954  0.0801  0.1225  2.6846  0.0682  0.1466  1.3232  2.3722  0.0483  3.8121  2.4158 -0.1532 -0.0499  1.4489 -2.2946  2.6747  1.6109 -2.3186
  910 -0.2020  0.0861  0.1125  2.7073  0.1042  0.1907  1.4204  2.4319  0.1026  3.8912  2.4233 -0.1961 -0.1027  1.4023 -2.2524  2.6246  1.5772 -2.3640
  920 -0.1177  0.0861  0.1021  2.6984  0.1107  0.2039  1.4538  2.4882  0.1278  4.0328  2.4431 -0.2014 -0.1348  1.4066 -2.1521  2.5914  1.5378 -2.3494
  930  0.0366  0.0777  0.0957  2.6784  0.0891  0.1743  1.4378  2.5246  0.1135  4.2004  2.4456 -0.1730 -0.1151  1.4792 -2.0558  2.5900  1.5006 -2.2758
  940  0.1968  0.0509  0.0893  2.6837  0.0550  0.1016  1.4160  2.5278  0.0669  4.3375  2.4160 -0.1270 -0.0373  1.6097 -2.0314  2.6315  1.4857 -2.1761
  950  0.2860  0.0049  0.0705  2.7379  0.0227 -0.0022  1.4266  2.4918  0.0087  4.3920  2.3661 -0.0823  0.0739  1.7467 -2.1050  2.7166  1.5107 -2.1037
  960  0.2571 -0.0433  0.0263  2.8282 -0.0028 -0.1170  1.4761  2.4192 -0.0396  4.3489  2.3251 -0.0452  0.1783  1.8212 -2.2401  2.8250  1.5775 -2.0997
  970  0.1221 -0.0693 -0.0457  2.9089 -0.0235 -0.2202  1.5390  2.3236 -0.0683  4.2417  2.3172 -0.0073  0.2379  1.7925 -2.3613  2.9228  1.6687 -2.1732
  980 -0.0561 -0.0586 -0.1318  2.9334 -0.0382 -0.2920  1.5778  2.2256 -0.0814  4.1299  2.3414  0.0400  0.2296  1.6732 -2.4077  2.9833  1.7476 -2.2960
  990 -0.2023 -0.0178 -0.2076  2.8846 -0.0385 -0.3218  1.5671  2.1472 -0.0898  4.0655  2.3721  0.0909  0.1593  1.5267 -2.3724  2.9936  1.7697 -2.4117
 1000 -0.2660  0.0293 -0.2503  2.7817 -0.0188 -0.3101  1.5090  2.1081 -0.1030  4.0680  2.3790  0.1249  0.0599  1.4349 -2.2965  2.9493  1.7143 -2.4678
 1010 -0.2358  0.0558 -0.2499  2.6662  0.0118 -0.2673  1.4305  2.1237 -0.1220  4.1152  2.3498  0.1190 -0.0306  1.4500 -2.2262  2.8582  1.6052 -2.4353
 1020 -0.1311  0.0450 -0.2127  2.5805  0.0305 -0.2068  1.3620  2.1998 -0.1374  4.1566  2.2983  0.0614 -0.0864  1.5564 -2.1941  2.7408  1.4929 -2.3354
 1030  0.0100  0.0044 -0.1561  2.5513  0.0151 -0.1370  1.3157  2.3240 -0.1370  4.1451  2.2540 -0.0405 -0.1059  1.6766 -2.2134  2.6247  1.4257 -2.2314
 1040  0.1391 -0.0316 -0.0985  2.5792 -0.0371 -0.0619  1.2795  2.4610 -0.1146  4.0680  2.2422 -0.1616 -0.1030  1.7224 -2.2665  2.5366  1.4189 -2.1846
 1050  0.2105 -0.0239 -0.0504  2.6421 -0.1010  0.0135  1.2331  2.5616 -0.0744  3.9543  2.2660 -0.2659 -0.0881  1.6559 -2.3196  2.4874  1.4491 -2.2195
 1060  0.2006  0.0391 -0.0115  2.7086 -0.1348  0.0789  1.1721  2.5862 -0.0299  3.8523  2.3026 -0.3199 -0.0690  1.5166 -2.3420  2.4770  1.4775 -2.3019
 1070  0.1174  0.1261  0.0249  2.7520 -0.1092  0.1217  1.1211  2.5274  0.0012  3.7982  2.3232 -0.3067 -0.0587  1.3953 -2.3158  2.5044  1.4863 -2.3651
 1080 -0.0096  0.1787  0.0629  2.7600 -0.0309  0.1346  1.1196  2.4173  0.0079  3.8009  2.3210 -0.2326 -0.0630  1.3698 -2.2536  2.5573  1.4843 -2.3610
 1090 -0.1430  0.1472  0.0977  2.7349  0.0583  0.1194  1.1899  2.3115 -0.0061  3.8474  2.3198 -0.1218 -0.0787  1.4511 -2.1817  2.6204  1.4951 -2.2935
 1100 -0.2451  0.0274  0.1182  2.6876  0.1096  0.0862  1.3102  2.2572 -0.0251  3.9170  2.3507 -0.0024 -0.0957  1.5845 -2.1273  2.6797  1.5377 -2.2058
 1110 -0.2830 -0.1296  0.1134  2.6314  0.0999  0.0482  1.4201  2.2690 -0.0335  3.9923  2.4200  0.1046 -0.0979  1.6914 -2.1112  2.7248  1.6064 -2.1472
 1120 -0.2428 -0.2460  0.0769  2.5813  0.0469  0.0153  1.4578  2.3245 -0.0257  4.0629  2.4974  0.1854 -0.0751  1.7173 -2.1275  2.7581  1.6722 -2.1360
 1130 -0.1412 -0.2638  0.0124  2.5555 -0.0038 -0.0110  1.3997  2.3809 -0.0073  4.1235  2.5358  0.2318 -0.0296  1.6657 -2.1618  2.7870  1.7073 -2.1538
 1140 -0.0177 -0.1762 -0.0644  2.5722 -0.0126 -0.0346  1.2759  2.4039  0.0089  4.1712  2.5053  0.2417  0.0252  1.5883 -2.2068  2.8124  1.7070 -2.1741
 1150  0.0854 -0.0280 -0.1311  2.6378  0.0258 -0.0565  1.1576  2.3879  0.0120  4.2011  2.4156  0.2183  0.0692  1.5441 -2.2651  2.8267  1.6886 -2.1812
 1160  0.1404  0.1099 -0.1734  2.7380  0.0823 -0.0719  1.1214  2.3523  0.0004  4.2081  2.3134  0.1670  0.0871  1.5560 -2.3370  2.8182  1.6740 -2.1772
 1170  0.1410  0.1787 -0.1943  2.8398  0.1173 -0.0740  1.2064  2.3221 -0.0174  4.1973  2.2574  0.0933  0.0761  1.5966 -2.4032  2.7869  1.6664 -2.1771
 1180  0.1007  0.1614 -0.2049  2.9082  0.1079 -0.0608  1.3922  2.3121 -0.0296  4.1876  2.2830  0.0007  0.0428  1.6160 -2.4338  2.7502  1.6495 -2.1940
 1190  0.0455  0.0892 -0.2095  2.9255  0.0618 -0.0365  1.6091  2.3216 -0.0307  4.1999  2.3771 -0.1070  0.0008  1.5873 -2.4099  2.7312  1.6085 -2.2285
 1200  0.0021  0.0159 -0.2010  2.8976  0.0113 -0.0108  1.7723  2.3404 -0.0263  4.2388  2.4826 -0.2217 -0.0269  1.5294 -2.3318  2.7452  1.5426 -2.2649
 1210 -0.0126 -0.0191 -0.1682  2.8459 -0.0104  0.0029  1.8234  2.3590 -0.0282  4.2864  2.5356 -0.3288 -0.0173  1.4941 -2.2249  2.7883  1.4708 -2.2813
 1220  0.0045 -0.0107 -0.1046  2.7924  0.0057 -0.0054  1.7564  2.3769 -0.0421  4.3112  2.5057 -0.4074  0.0403  1.5191 -2.1271  2.8325  1.4227 -2.2703
 1230  0.0469  0.0161 -0.0161  2.7471  0.0351 -0.0340  1.6142  2.4038 -0.0600  4.2851  2.4138 -0.4338  0.1342  1.5954 -2.0750  2.8405  1.4197 -2.2459
 1240  0.1052  0.0274  0.0789  2.7068  0.0374 -0.0687  1.4563  2.4475 -0.0640  4.1963  2.3144 -0.3881  0.2332  1.6667 -2.0890  2.7882  1.4610 -2.2302
 1250  0.1680  0.0073  0.1574  2.6652 -0.0136 -0.0926  1.3227  2.5023 -0.0382  4.0583  2.2596 -0.2645  0.2902  1.6759 -2.1623  2.6902  1.5268 -2.2321
 1260  0.2155 -0.0293  0.2015  2.6257 -0.1078 -0.0950  1.2201  2.5461  0.0162  3.9086  2.2683 -0.0812  0.2570  1.6069 -2.2493  2.5981  1.5884 -2.2347
 1270  0.2168 -0.0508  0.2049  2.6048 -0.2008 -0.0747  1.1386  2.5490  0.0760  3.7962  2.3176  0.1175  0.1119  1.4973 -2.2991  2.5619  1.6271 -2.2130
 1280  0.1449 -0.0363  0.1715  2.6215 -0.2382 -0.0372  1.0747  2.4894  0.1112  3.7608  2.3601  0.2766 -0.1082  1.4181 -2.2839  2.5962  1.6390 -2.1580
 1290  0.0023  0.0032  0.1110  2.6785 -0.1875  0.0085  1.0414  2.3705  0.1075  3.8106  2.3590  0.3561 -0.3144  1.4277 -2.2023  2.6709  1.6321 -2.0825
 1300 -0.1686  0.0306  0.0359  2.7541 -0.0612  0.0517  1.0601  2.2239  0.0762  3.9188  2.3141  0.3501 -0.4178  1.5228 -2.0920  2.7313  1.6137 -2.0264
 1310 -0.3026  0.0152 -0.0390  2.8123  0.0842  0.0820  1.1398  2.0936  0.0436  4.0448  2.2588  0.2807 -0.3830  1.6480 -2.0217  2.7379  1.5854 -2.0312
 1320 -0.3467 -0.0343 -0.1000  2.8244  0.1795  0.0939  1.2603  2.0172  0.0318  4.1584  2.2330  0.1769 -0.2389  1.7358 -2.0425  2.6954  1.5478 -2.1108
 1330 -0.2868 -0.0723 -0.1365  2.7881  0.1852  0.0884  1.3793  2.0204  0.0443  4.2429  2.2557  0.0626 -0.0571  1.7443 -2.1482  2.6474  1.5039 -2.2333
 1340 -0.1527 -0.0537 -0.1432  2.7281  0.1117  0.0706  1.4594  2.1118  0.0637  4.2873  2.3153 -0.0426  0.0923  1.6762 -2.2867  2.6401  1.4633 -2.3388
 1350 -0.0017  0.0295 -0.1243  2.6812  0.0089  0.0476  1.4905  2.2700  0.0621  4.2842  2.3779 -0.1230  0.1711  1.5765 -2.4071  2.6888  1.4462 -2.3766
 1360  0.1122  0.1390 -0.0967  2.6746 -0.0642  0.0254  1.4879  2.4405  0.0203  4.2374  2.4092 -0.1719  0.1732  1.5019 -2.4902  2.7687  1.4728 -2.3378
 1370  0.1654  0.2076 -0.0874  2.7082 -0.0714  0.0027  1.4746  2.5621 -0.0604  4.1653  2.3948 -0.1940  0.1227  1.4873 -2.5244  2.8300  1.5437 -2.2563
 1380  0.1679  0.1751 -0.1195  2.7530 -0.0193 -0.0289  1.4640  2.6007 -0.1585  4.0947  2.3531 -0.1986  0.0588  1.5243 -2.4978  2.8367  1.6222 -2.1910
 1390  0.1463  0.0338 -0.1906  2.7727  0.0480 -0.0772  1.4559  2.5611 -0.2438  4.0468  2.3243 -0.1914  0.0100  1.5723 -2.4169  2.7937  1.6529 -2.1924
